mesure_id,annee,mois,jour,heure,minute,valeur,unite,camera_id
210,2025,9,29,2,30,0.0,px min,SIM1
211,2025,9,29,2,30,0.0,px max,SIM1
212,2025,9,29,2,30,30.0,count sample,SIM1
213,2025,9,29,2,45,0.0,px moyen,SIM1
214,2025,9,29,2,45,0.0,px min,SIM1
215,2025,9,29,2,45,0.0,px max,SIM1
216,2025,9,29,2,45,30.0,count sample,SIM1
217,2025,9,29,3,0,0.0,px moyen,SIM1
218,2025,9,29,3,0,0.0,px min,SIM1
219,2025,9,29,3,0,0.0,px max,SIM1
220,2025,9,29,3,0,30.0,count sample,SIM1
221,2025,9,29,3,15,0.0,px moyen,SIM1
222,2025,9,29,3,15,0.0,px min,SIM1
223,2025,9,29,3,15,0.0,px max,SIM1
224,2025,9,29,3,15,30.0,count sample,SIM1
225,2025,9,29,3,30,0.0,px moyen,SIM1
226,2025,9,29,3,30,0.0,px min,SIM1
227,2025,9,29,3,30,0.0,px max,SIM1
228,2025,9,29,3,30,30.0,count sample,SIM1
